"","Dept","obl_type","obl"
"802","Dept_H","Travel",1062.48
"803","Dept_H","Travel",214.9
"804","Dept_H","Travel",310.5
"805","Dept_H","Travel",253.29
"806","Dept_H","Travel",425.66
"807","Dept_H","Travel",519.32
"808","Dept_H","Travel",479.47
"809","Dept_H","Travel",220.4
"810","Dept_H","Travel",384.5
"811","Dept_H","Travel",299.7
"812","Dept_H","Travel",4985.44
"813","Dept_H","Travel",293.74
"814","Dept_H","Travel",531.78
"815","Dept_H","Travel",195.43
"816","Dept_H","Travel",7.5
"817","Dept_H","Travel",3519.53
"818","Dept_H","Travel",299.7
"819","Dept_H","Travel",4192.21
"820","Dept_H","Travel",321.06
"821","Dept_H","Travel",1021.07
"822","Dept_H","Travel",276.5
"823","Dept_H","Travel",640.5
"824","Dept_H","Travel",4830.55
"825","Dept_H","Travel",8249.5
"826","Dept_H","Travel",442.57
"827","Dept_H","Travel",960.95
"828","Dept_H","Travel",300.34
"829","Dept_H","Travel",2559.5
"830","Dept_H","Travel",214.9
"831","Dept_H","Travel",874.96
"832","Dept_H","Travel",353.43
"833","Dept_H","Travel",2718.93
"834","Dept_H","Travel",425.03
"835","Dept_H","Travel",848.5
"836","Dept_H","Travel",312.4
"837","Dept_H","Travel",4198.02
"838","Dept_H","Travel",343.47
"839","Dept_H","Travel",1214.77
"840","Dept_H","Travel",308.4
"841","Dept_H","Travel",4863.79
"842","Dept_H","Travel",260.3
"843","Dept_H","Travel",438.73
"844","Dept_H","Travel",276.27
"845","Dept_H","Travel",374.57
"846","Dept_H","Travel",5079.6
"847","Dept_H","Travel",293.9
"848","Dept_H","Travel",317.85
"849","Dept_H","Travel",457.25
"850","Dept_H","Travel",343.64
"851","Dept_H","Travel",508.37
"852","Dept_H","Travel",481.45
"853","Dept_H","Travel",0.001
"854","Dept_H","Travel",1616.7
"855","Dept_H","Travel",453.95
"856","Dept_H","Travel",346.78
"857","Dept_H","Travel",562.66
"858","Dept_H","Travel",259.74
"859","Dept_H","Travel",405.5
"860","Dept_H","Travel",312.4
"861","Dept_H","Travel",5174.75
"862","Dept_H","Travel",220.4
"863","Dept_H","Travel",384.5
"864","Dept_H","Travel",305.5
"865","Dept_H","Travel",4927.11
"866","Dept_H","Travel",276.5
"867","Dept_H","Travel",258
"868","Dept_H","Travel",847.18
"869","Dept_H","Travel",6934.06
"870","Dept_H","Travel",316.5
"871","Dept_H","Travel",1064.95
"872","Dept_H","Travel",5043.89
"873","Dept_H","Travel",223.6
"874","Dept_H","Travel",778.03
"875","Dept_H","Travel",245.85
"876","Dept_H","Travel",352.43
"877","Dept_H","Travel",276.5
"878","Dept_H","Travel",206.2
"879","Dept_H","Travel",312.5
"880","Dept_H","Travel",302.6
"881","Dept_H","Travel",5081.58
"882","Dept_H","Travel",302.6
"883","Dept_H","Travel",4760
"884","Dept_H","Travel",312.4
"885","Dept_H","Travel",5212.59
"886","Dept_H","Travel",299.7
"887","Dept_H","Travel",4951.44
"888","Dept_H","Travel",252.42
"889","Dept_H","Travel",434.72
"890","Dept_H","Travel",6943.03
"891","Dept_H","Travel",710.3
"892","Dept_H","Travel",4424.44
"893","Dept_H","Travel",626.5
"894","Dept_H","Travel",4254.96
"895","Dept_H","Travel",299.7
"896","Dept_H","Travel",5445.37
"897","Dept_H","Travel",254.66
"898","Dept_H","Travel",419.14
"899","Dept_H","Travel",423.46
"900","Dept_H","Travel",4787.9
"901","Dept_H","Travel",276.5
"902","Dept_H","Travel",276.5
"903","Dept_H","Travel",293.9
"904","Dept_H","Travel",5171.6
"905","Dept_H","Travel",291.4
"906","Dept_H","Travel",4694.5
"907","Dept_H","Travel",5811.45
"908","Dept_H","Travel",331.8
"909","Dept_H","Travel",276.5
"910","Dept_H","Travel",276.5
"911","Dept_H","Travel",282.29
"912","Dept_H","Travel",909.62
"913","Dept_H","Travel",302.6
"914","Dept_H","Travel",4351.56
"915","Dept_H","Travel",487.16
"916","Dept_H","Travel",867.71
"917","Dept_H","Travel",299.7
"918","Dept_H","Travel",4097.39
"919","Dept_H","Travel",276.5
"920","Dept_H","Travel",743.4
"921","Dept_H","Travel",4234.48
"922","Dept_H","Travel",956.9
"923","Dept_H","Travel",276.5
"924","Dept_H","Travel",276.5
"925","Dept_H","Travel",299.7
"926","Dept_H","Travel",4567.54
"927","Dept_H","Travel",310.5
"928","Dept_H","Travel",5209.5
"929","Dept_H","Travel",296.8
"930","Dept_H","Travel",5094.6
"931","Dept_H","Travel",276.5
"932","Dept_H","Travel",641.95
"933","Dept_H","Travel",400.18
"934","Dept_H","Travel",312.4
"935","Dept_H","Travel",4998.57
"936","Dept_H","Travel",315.8
"937","Dept_H","Travel",500
"938","Dept_H","Travel",6060.28
"939","Dept_H","Travel",4586.16
"940","Dept_H","Travel",299.7
"941","Dept_H","Travel",5299.63
"942","Dept_H","Travel",312.4
"943","Dept_H","Travel",5108.05
"944","Dept_H","Travel",16.99
"945","Dept_H","Travel",276.5
"946","Dept_H","Travel",220.4
"947","Dept_H","Travel",396
"948","Dept_H","Travel",290.67
"949","Dept_H","Travel",429.37
"950","Dept_G","Travel",634.13
"951","Dept_G","Travel",938
"952","Dept_G","Travel",1407.38
"953","Dept_G","Travel",1337.28
"954","Dept_G","Travel",1530.88
"955","Dept_G","Travel",1262.74
"956","Dept_G","Travel",230.5
"957","Dept_G","Travel",1026.81
"958","Dept_G","Travel",1548.4
"959","Dept_G","Travel",1072
"960","Dept_G","Travel",742.11
"961","Dept_G","Travel",2185.11
"962","Dept_G","Travel",1869.88
"963","Dept_G","Travel",2120.36
"964","Dept_G","Travel",1524.68
"965","Dept_G","Travel",1484.28
"966","Dept_G","Travel",1638.15
"967","Dept_G","Travel",1484.72
"968","Dept_G","Travel",1479.36
"969","Dept_G","Travel",1171.99
"970","Dept_G","Travel",858.91
"971","Dept_G","Travel",1420.84
"972","Dept_G","Travel",638.5
"973","Dept_G","Travel",4921.06
"974","Dept_G","Travel",654.41
"975","Dept_G","Travel",2411.49
"976","Dept_G","Travel",1185.64
"977","Dept_G","Travel",1044.76
"978","Dept_G","Travel",1029.26
"979","Dept_G","Travel",1654.08
"980","Dept_G","Travel",1108.61
"981","Dept_G","Travel",1638.93
"982","Dept_G","Travel",2024.48
"983","Dept_G","Travel",465.4
"984","Dept_G","Travel",438.62
"985","Dept_G","Travel",553.7
"986","Dept_G","Travel",560
"987","Dept_G","Travel",438.62
"988","Dept_G","Travel",403.62
"989","Dept_G","Travel",507
"990","Dept_G","Travel",56.48
"991","Dept_G","Travel",224
"992","Dept_G","Travel",265.5
"993","Dept_G","Travel",1237.09
"994","Dept_G","Travel",69
"995","Dept_G","Travel",857.05
"996","Dept_G","Travel",1307.25
"997","Dept_G","Travel",1866.12
"998","Dept_G","Travel",529.49
"999","Dept_G","Travel",738.5
"1000","Dept_G","Travel",1211.66
"1001","Dept_G","Travel",1032.52
"1002","Dept_G","Travel",441.72
"1003","Dept_G","Travel",694.13
"1004","Dept_G","Travel",1059.9
"1005","Dept_G","Travel",1015.27
"1006","Dept_G","Travel",1062.89
"1007","Dept_G","Travel",606.6
"1008","Dept_G","Travel",1088.26
"1009","Dept_G","Travel",1335.66
"1010","Dept_G","Travel",1072.43
"1011","Dept_G","Travel",930.98
"1012","Dept_G","Travel",1538.54
"1013","Dept_G","Travel",1487.3
"1014","Dept_G","Travel",1180.7
"1015","Dept_G","Travel",513.5
"1016","Dept_G","Travel",1809.38
"1017","Dept_G","Travel",835.86
"1018","Dept_G","Travel",851.24
"1019","Dept_G","Travel",1018.18
"1020","Dept_G","Travel",1204.82
"1021","Dept_G","Travel",1417.96
"1022","Dept_G","Travel",265.5
"1023","Dept_G","Travel",265.5
"1024","Dept_G","Travel",521
"1025","Dept_G","Travel",135
"1026","Dept_G","Travel",353.35
"1027","Dept_G","Travel",1058.29
"1028","Dept_G","Travel",81
"1029","Dept_G","Travel",1432.7
"1030","Dept_G","Travel",1906.7
"1031","Dept_G","Travel",730.96
"1032","Dept_G","Travel",513.5
"1033","Dept_G","Travel",1011.49
"1034","Dept_G","Travel",1410.7
"1035","Dept_G","Travel",1471.28
"1036","Dept_G","Travel",959.23
"1037","Dept_G","Travel",703.26
"1038","Dept_G","Travel",521
"1039","Dept_G","Travel",61.72
"1040","Dept_G","Travel",69
"1041","Dept_G","Travel",802.22
"1042","Dept_G","Travel",935.23
"1043","Dept_G","Travel",658.15
"1044","Dept_G","Travel",997.21
"1045","Dept_G","Travel",180
"1046","Dept_G","Travel",265.5
"1047","Dept_G","Travel",2499.61
"1048","Dept_G","Travel",23
"1049","Dept_G","Travel",23
"1050","Dept_G","Travel",23
"1051","Dept_G","Travel",2.5
"1052","Dept_G","Travel",1381.34
"1053","Dept_G","Travel",265.5
"1054","Dept_G","Travel",265.5
"1055","Dept_G","Travel",265.5
"1056","Dept_G","Travel",1471.87
"1057","Dept_G","Travel",2306.12
"1058","Dept_G","Travel",997.34
"1059","Dept_G","Travel",1469.79
"1060","Dept_G","Travel",3263.2
"1061","Dept_G","Travel",379.5
"1062","Dept_G","Travel",419.5
"1063","Dept_G","Travel",379.5
"1064","Dept_G","Travel",454.5
"1065","Dept_G","Travel",419.5
"1066","Dept_G","Travel",379.5
"1067","Dept_G","Travel",419.5
"1068","Dept_G","Travel",379.5
"1069","Dept_G","Travel",454.5
"1070","Dept_G","Travel",379.5
"1071","Dept_G","Travel",379.5
"1072","Dept_G","Travel",379.5
"1073","Dept_G","Travel",379.5
"1074","Dept_G","Travel",454.5
"1075","Dept_G","Travel",379.5
"1076","Dept_G","Travel",379.5
"1077","Dept_G","Travel",479.5
"1078","Dept_G","Travel",419.5
"1079","Dept_G","Travel",379.5
"1080","Dept_G","Travel",419.5
"1081","Dept_G","Travel",379.5
"1082","Dept_G","Travel",379.5
"1083","Dept_G","Travel",459.5
"1084","Dept_G","Travel",379.5
"1085","Dept_G","Travel",1532.5
"1086","Dept_G","Travel",379.5
"1087","Dept_G","Travel",1532.5
"1088","Dept_G","Travel",379.5
"1089","Dept_G","Travel",459.5
"1090","Dept_G","Travel",396
"1091","Dept_G","Travel",419.5
"1092","Dept_G","Travel",419.5
"1093","Dept_G","Travel",419.5
"1094","Dept_G","Travel",419.5
"1095","Dept_G","Travel",419.5
"1096","Dept_G","Travel",379.5
"1097","Dept_G","Travel",379.5
"1098","Dept_G","Travel",459.5
"1099","Dept_G","Travel",419.5
"1100","Dept_G","Travel",379.5
"1101","Dept_G","Travel",419.5
"1102","Dept_G","Travel",379.5
"1103","Dept_G","Travel",1532.5
"1104","Dept_G","Travel",379.5
"1105","Dept_G","Travel",419.5
"1106","Dept_G","Travel",379.5
"1107","Dept_G","Travel",419.5
"1108","Dept_G","Travel",459.5
"1109","Dept_G","Travel",379.5
"1110","Dept_G","Travel",459.5
"1111","Dept_G","Travel",459.5
"1112","Dept_G","Travel",379.5
"1113","Dept_G","Travel",379.5
"1114","Dept_G","Travel",379.5
"1115","Dept_G","Travel",379.5
"1116","Dept_G","Travel",379.5
"1117","Dept_G","Travel",379.5
"1118","Dept_G","Travel",379.5
"1119","Dept_G","Travel",379.5
"1120","Dept_G","Travel",459.5
"1121","Dept_G","Travel",379.5
"1122","Dept_G","Travel",379.5
"1123","Dept_G","Travel",379.5
"1124","Dept_G","Travel",379.5
"1125","Dept_G","Travel",379.5
"1126","Dept_G","Travel",466.71
"1127","Dept_G","Travel",379.5
"1128","Dept_G","Travel",454.5
"1129","Dept_G","Travel",379.5
"1130","Dept_G","Travel",379.5
"1131","Dept_G","Travel",379.5
"1132","Dept_G","Travel",379.5
"1133","Dept_G","Travel",420.5
"1134","Dept_G","Travel",379.5
"1135","Dept_G","Travel",1542.95
"1136","Dept_G","Travel",419.5
"1137","Dept_G","Travel",419.5
"1138","Dept_U","Travel",44.25
"1139","Dept_U","Travel",44.25
"1140","Dept_C","Travel",700.19
"1141","Dept_C","Travel",263.97
"1142","Dept_M","Travel",1525.43
"1143","Dept_V","Travel",470.54
"1144","Dept_V","Travel",498.79
"1145","Dept_D","Travel",4604.5
"1146","Dept_D","Travel",964.71
"1147","Dept_D","Travel",2941.38
"1148","Dept_D","Travel",2794.82
"1149","Dept_D","Travel",5512.82
"1150","Dept_D","Travel",871.63
"1151","Dept_D","Travel",387.73
"1152","Dept_D","Travel",670.72
"1153","Dept_D","Travel",714.82
"1154","Dept_D","Travel",3052.56
"1155","Dept_D","Travel",3996.04
"1156","Dept_D","Travel",5299.1
"1157","Dept_D","Travel",194.15
"1158","Dept_D","Travel",889.56
"1159","Dept_D","Travel",4676.69
"1160","Dept_D","Travel",3674.95
"1161","Dept_Q","Travel",156.78
"1162","Dept_Q","Travel",7.5
"1163","Dept_Q","Travel",1557.2
"1164","Dept_Q","Travel",670.9
"1165","Dept_Q","Travel",736.46
"1166","Dept_Q","Travel",399.6
"1167","Dept_Q","Travel",5472.14
"1168","Dept_Q","Travel",1043
"1169","Dept_Q","Travel",1883.34
"1170","Dept_Q","Travel",698.52
"1171","Dept_Q","Travel",5688.15
"1172","Dept_Q","Travel",1782.41
"1173","Dept_Q","Travel",560.74
"1174","Dept_Q","Travel",224.83
"1175","Dept_Q","Travel",184.5
"1176","Dept_Q","Travel",950.06
"1177","Dept_Q","Travel",732.57
"1178","Dept_Q","Travel",224.83
"1179","Dept_Q","Travel",6503.74
"1180","Dept_Q","Travel",180.5
"1181","Dept_Q","Travel",180.5
"1182","Dept_Q","Travel",2976.8
"1183","Dept_Q","Travel",67
"1184","Dept_Q","Travel",5512.07
"1185","Dept_Q","Travel",378.48
"1186","Dept_Q","Travel",1055
"1187","Dept_Q","Travel",684.79
"1188","Dept_Q","Travel",437.98
"1189","Dept_Q","Travel",224.83
"1190","Dept_Q","Travel",1363.2
"1191","Dept_Q","Travel",5698.85
"1192","Dept_Q","Travel",1518.73
"1193","Dept_Q","Travel",184.5
"1194","Dept_Q","Travel",195.5
"1195","Dept_Q","Travel",530.24
"1196","Dept_Q","Travel",392.73
"1197","Dept_Q","Travel",1394.26
"1198","Dept_Q","Travel",3661.45
"1199","Dept_A","Travel",377.5
"1200","Dept_R","Travel",1961.69
"1201","Dept_R","Travel",2290.82
"1202","Dept_R","Travel",1886.52
"1203","Dept_R","Travel",987.76
"1204","Dept_R","Travel",1386.04
"1205","Dept_R","Travel",1923.13
"1206","Dept_R","Travel",577.69
"1207","Dept_R","Travel",804.72
"1208","Dept_R","Travel",1302.14
"1209","Dept_W","Travel",412.24
"1210","Dept_B","Travel",988.88
"1211","Dept_B","Travel",830.96
"1212","Dept_B","Travel",913.8
"1213","Dept_B","Travel",276.5
"1214","Dept_B","Travel",622.16
"1215","Dept_B","Travel",829.58
"1216","Dept_B","Travel",795.98
"1217","Dept_E","Travel",676.87
"1218","Dept_E","Travel",1143.91
"1219","Dept_E","Travel",8855.08
"1220","Dept_E","Travel",699.29
"1221","Dept_E","Travel",1049.85
"1222","Dept_E","Travel",206.5
"1223","Dept_E","Travel",690.25
"1224","Dept_E","Travel",945.44
"1225","Dept_E","Travel",743.22
"1226","Dept_E","Travel",2027.67
"1227","Dept_E","Travel",922.76
"1228","Dept_E","Travel",611.41
"1229","Dept_E","Travel",723.58
"1230","Dept_E","Travel",897.22
"1231","Dept_E","Travel",7.5
"1232","Dept_E","Travel",587.97
"1233","Dept_E","Travel",1217.16
"1234","Dept_E","Travel",1035.99
"1235","Dept_E","Travel",1171.7
"1236","Dept_E","Travel",2763.64
"1237","Dept_E","Travel",164.74
"1238","Dept_E","Travel",2903
"1239","Dept_E","Travel",1613.7
"1240","Dept_E","Travel",701.04
"1241","Dept_E","Travel",2510.73
"1242","Dept_E","Travel",3491.34
"1243","Dept_E","Travel",7.5
"1244","Dept_E","Travel",6872.92
"1245","Dept_E","Travel",875.57
"1246","Dept_E","Travel",3505.76
"1247","Dept_E","Travel",2009.45
"1248","Dept_E","Travel",4042.11
"1249","Dept_E","Travel",911.63
"1250","Dept_E","Travel",1187.99
"1251","Dept_E","Travel",951.17
"1252","Dept_E","Travel",369.75
"1253","Dept_E","Travel",1176.66
"1254","Dept_E","Travel",384.3
"1255","Dept_E","Travel",241.5
"1256","Dept_E","Travel",1536.32
"1257","Dept_E","Travel",297.11
"1258","Dept_E","Travel",1345.83
"1259","Dept_E","Travel",1517.14
"1260","Dept_E","Travel",255.95
"1261","Dept_E","Travel",1297
"1262","Dept_E","Travel",463.96
"1263","Dept_E","Travel",832.13
"1264","Dept_E","Travel",197.5
"1265","Dept_E","Travel",383.08
"1266","Dept_E","Travel",479.61
"1267","Dept_E","Travel",514.5
"1268","Dept_E","Travel",481.52
"1269","Dept_E","Travel",380.66
"1270","Dept_E","Travel",1293.01
"1271","Dept_E","Travel",425.01
"1272","Dept_E","Travel",1186.71
"1273","Dept_E","Travel",1054.3
"1274","Dept_E","Travel",813.63
"1275","Dept_E","Travel",1344.61
"1276","Dept_E","Travel",263.8
"1277","Dept_E","Travel",1627.93
"1278","Dept_E","Travel",873.3
"1279","Dept_E","Travel",328.4
"1280","Dept_E","Travel",1517.5
"1281","Dept_E","Travel",160
"1282","Dept_E","Travel",205.54
"1283","Dept_E","Travel",1513.68
"1284","Dept_E","Travel",1227.67
"1285","Dept_E","Travel",307.51
"1286","Dept_E","Travel",1338.23
"1287","Dept_E","Travel",1571.94
"1288","Dept_E","Travel",1205.23
"1289","Dept_E","Travel",1792.55
"1290","Dept_E","Travel",1530.65
"1291","Dept_E","Travel",197.5
"1292","Dept_E","Travel",160
"1293","Dept_E","Travel",1107.8
"1294","Dept_E","Travel",789.08
"1295","Dept_E","Travel",44.38
"1296","Dept_E","Travel",264.32
"1297","Dept_E","Travel",1462.6
"1298","Dept_E","Travel",1659.88
"1299","Dept_E","Travel",285.4
"1300","Dept_E","Travel",1580.19
"1301","Dept_E","Travel",1202.36
"1302","Dept_E","Travel",649.86
"1303","Dept_E","Travel",1747.55
"1304","Dept_E","Travel",720.52
"1305","Dept_E","Travel",1989.13
"1306","Dept_E","Travel",285.5
"1307","Dept_E","Travel",1076.14
"1308","Dept_E","Travel",382.23
"1309","Dept_E","Travel",334.32
"1310","Dept_E","Travel",299.34
"1311","Dept_E","Travel",418.36
"1312","Dept_E","Travel",1986.23
"1313","Dept_E","Travel",564.51
"1314","Dept_E","Travel",719.7
"1315","Dept_E","Travel",1306.47
"1316","Dept_E","Travel",276.5
"1317","Dept_E","Travel",160
"1318","Dept_E","Travel",1164.35
"1319","Dept_E","Travel",463.52
"1320","Dept_E","Travel",776.15
"1321","Dept_E","Travel",521.16
"1322","Dept_E","Travel",1069.6
"1323","Dept_E","Travel",197.5
"1324","Dept_E","Travel",1112.83
"1325","Dept_E","Travel",851.08
"1326","Dept_E","Travel",702.18
"1327","Dept_E","Travel",317.83
"1328","Dept_E","Travel",1991.49
"1329","Dept_E","Travel",1597.39
"1330","Dept_E","Travel",1211.5
"1331","Dept_E","Travel",280.44
"1332","Dept_E","Travel",241.5
"1333","Dept_E","Travel",1122.88
"1334","Dept_E","Travel",160
"1335","Dept_E","Travel",1897.86
"1336","Dept_E","Travel",1550.84
"1337","Dept_E","Travel",160
"1338","Dept_E","Travel",1183.86
"1339","Dept_E","Travel",287.02
"1340","Dept_E","Travel",475.36
"1341","Dept_E","Travel",282.77
"1342","Dept_E","Travel",479.25
"1343","Dept_E","Travel",961.75
"1344","Dept_E","Travel",1542.44
"1345","Dept_E","Travel",1700.96
"1346","Dept_E","Travel",490.96
"1347","Dept_E","Travel",902.2
"1348","Dept_E","Travel",1695.28
"1349","Dept_E","Travel",241.5
"1350","Dept_E","Travel",1210.5
"1351","Dept_E","Travel",185
"1352","Dept_E","Travel",446.5
"1353","Dept_E","Travel",1368.85
"1354","Dept_E","Travel",1632.4
"1355","Dept_E","Travel",384.23
"1356","Dept_E","Travel",1426.7
"1357","Dept_E","Travel",514
"1358","Dept_E","Travel",971.68
"1359","Dept_E","Travel",1621.62
"1360","Dept_E","Travel",1458.55
"1361","Dept_E","Travel",308.98
"1362","Dept_E","Travel",1282.61
"1363","Dept_E","Travel",185
"1364","Dept_E","Travel",2576.59
"1365","Dept_E","Travel",1130.69
"1366","Dept_E","Travel",276.5
"1367","Dept_E","Travel",853.31
"1368","Dept_E","Travel",2349.07
"1369","Dept_E","Travel",185
"1370","Dept_E","Travel",1597.46
"1371","Dept_E","Travel",273.43
"1372","Dept_E","Travel",1249.4
"1373","Dept_E","Travel",276.5
"1374","Dept_E","Travel",369.75
"1375","Dept_E","Travel",241.5
"1376","Dept_E","Travel",1410.96
"1377","Dept_E","Travel",1325.71
"1378","Dept_E","Travel",160
"1379","Dept_E","Travel",398.26
"1380","Dept_E","Travel",959.42
"1381","Dept_E","Travel",438.38
"1382","Dept_E","Travel",1459.45
"1383","Dept_E","Travel",580.17
"1384","Dept_E","Travel",1333.25
"1385","Dept_E","Travel",301.21
"1386","Dept_E","Travel",379.5
"1387","Dept_E","Travel",1190.25
"1388","Dept_E","Travel",275.6
"1389","Dept_E","Travel",241.5
"1390","Dept_E","Travel",1163.24
"1391","Dept_E","Travel",342.67
"1392","Dept_E","Travel",443.07
"1393","Dept_E","Travel",1490.42
"1394","Dept_E","Travel",1692.89
"1395","Dept_E","Travel",1427.66
"1396","Dept_E","Travel",1245.75
"1397","Dept_E","Travel",316.5
"1398","Dept_E","Travel",160
"1399","Dept_E","Travel",1769.61
"1400","Dept_E","Travel",276.5
"1401","Dept_E","Travel",1331.04
"1402","Dept_E","Travel",160
"1403","Dept_E","Travel",1180.5
"1404","Dept_E","Travel",185
"1405","Dept_E","Travel",1054.52
"1406","Dept_E","Travel",650.25
"1407","Dept_E","Travel",1195.81
"1408","Dept_E","Travel",185
"1409","Dept_E","Travel",1563.67
"1410","Dept_E","Travel",1083.2
"1411","Dept_E","Travel",383.28
"1412","Dept_E","Travel",1213.84
"1413","Dept_E","Travel",276.5
"1414","Dept_E","Travel",1683.65
"1415","Dept_E","Travel",225.1
"1416","Dept_E","Travel",1379.26
"1417","Dept_E","Travel",556.34
"1418","Dept_E","Travel",1071.79
"1419","Dept_E","Travel",415.68
"1420","Dept_E","Travel",1176.66
"1421","Dept_E","Travel",342.9
"1422","Dept_E","Travel",702.45
"1423","Dept_E","Travel",1424.62
"1424","Dept_E","Travel",493.27
"1425","Dept_E","Travel",160
"1426","Dept_E","Travel",1390.34
"1427","Dept_E","Travel",1114.95
"1428","Dept_E","Travel",362.51
"1429","Dept_E","Travel",327.6
"1430","Dept_E","Travel",562.3
"1431","Dept_E","Travel",996.84
"1432","Dept_E","Travel",529.72
"1433","Dept_E","Travel",1112.14
"1434","Dept_E","Travel",1730.75
"1435","Dept_E","Travel",1090.06
"1436","Dept_E","Travel",689.92
"1437","Dept_E","Travel",322.37
"1438","Dept_E","Travel",1210.66
"1439","Dept_E","Travel",1561.98
"1440","Dept_E","Travel",1652.46
"1441","Dept_E","Travel",276.5
"1442","Dept_E","Travel",1642.37
"1443","Dept_E","Travel",708.74
"1444","Dept_E","Travel",1421.51
"1445","Dept_E","Travel",2584.93
"1446","Dept_E","Travel",1709.04
"1447","Dept_E","Travel",355
"1448","Dept_E","Travel",1037.02
"1449","Dept_E","Travel",313.64
"1450","Dept_E","Travel",244.14
"1451","Dept_E","Travel",634.79
"1452","Dept_E","Travel",1541.07
"1453","Dept_E","Travel",1140.38
"1454","Dept_E","Travel",597.52
"1455","Dept_E","Travel",1921.07
"1456","Dept_E","Travel",748.36
"1457","Dept_E","Travel",1209.21
"1458","Dept_E","Travel",197.5
"1459","Dept_E","Travel",197.5
"1460","Dept_E","Travel",316.5
"1461","Dept_E","Travel",480.7
"1462","Dept_E","Travel",1219.48
"1463","Dept_E","Travel",276.5
"1464","Dept_E","Travel",555.21
"1465","Dept_E","Travel",1111.83
"1466","Dept_E","Travel",342.33
"1467","Dept_E","Travel",1167.89
"1468","Dept_E","Travel",863.26
"1469","Dept_E","Travel",197.5
"1470","Dept_E","Travel",1433.43
"1471","Dept_E","Travel",373
"1472","Dept_E","Travel",510.54
"1473","Dept_E","Travel",1438.07
"1474","Dept_E","Travel",888.12
"1475","Dept_E","Travel",1821.7
"1476","Dept_E","Travel",465.59
"1477","Dept_E","Travel",1259.12
"1478","Dept_E","Travel",1560.42
"1479","Dept_E","Travel",1165.1
"1480","Dept_E","Travel",295.54
"1481","Dept_E","Travel",435.16
"1482","Dept_E","Travel",1169.58
"1483","Dept_E","Travel",784.86
"1484","Dept_E","Travel",1557.62
"1485","Dept_E","Travel",276.5
"1486","Dept_E","Travel",2034.95
"1487","Dept_E","Travel",2009.74
"1488","Dept_E","Travel",622.87
"1489","Dept_E","Travel",1740.81
"1490","Dept_E","Travel",1150.18
"1491","Dept_E","Travel",185
"1492","Dept_E","Travel",202.86
